Ano,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Combustíveis sólidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Petróleo bruto e produtos petrolíferos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Energia nuclear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Energias renováveis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UE27 (2020) - União Europeia 27 (desde 2020),UE28 - União Europeia (28 Países),ZE19 - Zona Euro (19 Países),DE - Alemanha,AT - Áustria,BE - Bélgica,BG - Bulgária,CY - Chipre,HR - Croácia,DK - Dinamarca,SK - Eslováquia,SI - Eslovénia,ES - Espanha,EE - Estónia,FI - Finlândia,FR - França,GR - Grécia,HU - Hungria,IE - Irlanda,IT - Itália,LV - Letónia,LT - Lituânia,LU - Luxemburgo,MT - Malta,NL - Países Baixos,PL - Polónia,PT - Portugal,CZ - República Checa,RO - Roménia,SE - Suécia,NO - Noruega,UK - Reino Unido,UE27 (2020) - União Europeia 27 (desde 2020),UE28 - União Europeia (28 Países),ZE19 - Zona Euro (19 Países),DE - Alemanha,AT - Áustria,BE - Bélgica,BG - Bulgária,CY - Chipre,HR - Croácia,DK - Dinamarca,SK - Eslováquia,SI - Eslovénia,ES - Espanha,EE - Estónia,FI - Finlândia,FR - França,GR - Grécia,HU - Hungria,IE - Irlanda,IT - Itália,LV - Letónia,LT - Lituânia,LU - Luxemburgo,MT - Malta,NL - Países Baixos,PL - Polónia,PT - Portugal,CZ - República Checa,RO - Roménia,SE - Suécia,NO - Noruega,UK - Reino Unido,UE27 (2020) - União Europeia 27 (desde 2020),UE28 - União Europeia (28 Países),ZE19 - Zona Euro (19 Países),DE - Alemanha,AT - Áustria,BE - Bélgica,BG - Bulgária,CY - Chipre,HR - Croácia,DK - Dinamarca,SK - Eslováquia,SI - Eslovénia,ES - Espanha,EE - Estónia,FI - Finlândia,FR - França,GR - Grécia,HU - Hungria,IE - Irlanda,IT - Itália,LV - Letónia,LT - Lituânia,LU - Luxemburgo,MT - Malta,NL - Países Baixos,PL - Polónia,PT - Portugal,CZ - República Checa,RO - Roménia,SE - Suécia,NO - Noruega,UK - Reino Unido,UE27 (2020) - União Europeia 27 (desde 2020),UE28 - União Europeia (28 Países),ZE19 - Zona Euro (19 Países),DE - Alemanha,AT - Áustria,BE - Bélgica,BG - Bulgária,CY - Chipre,HR - Croácia,DK - Dinamarca,SK - Eslováquia,SI - Eslovénia,ES - Espanha,EE - Estónia,FI - Finlândia,FR - França,GR - Grécia,HU - Hungria,IE - Irlanda,IT - Itália,LV - Letónia,LT - Lituânia,LU - Luxemburgo,MT - Malta,NL - Países Baixos,PL - Polónia,PT - Portugal,CZ - República Checa,RO - Roménia,SE - Suécia,NO - Noruega,UK - Reino Unido,UE27 (2020) - União Europeia 27 (desde 2020),UE28 - União Europeia (28 Países),ZE19 - Zona Euro (19 Países),DE - Alemanha,AT - Áustria,BE - Bélgica,BG - Bulgária,CY - Chipre,HR - Croácia,DK - Dinamarca,SK - Eslováquia,SI - Eslovénia,ES - Espanha,EE - Estónia,FI - Finlândia,FR - França,GR - Grécia,HU - Hungria,IE - Irlanda,IT - Itália,LV - Letónia,LT - Lituânia,LU - Luxemburgo,MT - Malta,NL - Países Baixos,PL - Polónia,PT - Portugal,CZ - República Checa,RO - Roménia,SE - Suécia,NO - Noruega,UK - Reino Unido,UE27 (2020) - União Europeia 27 (desde 2020),UE28 - União Europeia (28 Países),ZE19 - Zona Euro (19 Países),DE - Alemanha,AT - Áustria,BE - Bélgica,BG - Bulgária,CY - Chipre,HR - Croácia,DK - Dinamarca,SK - Eslováquia,SI - Eslovénia,ES - Espanha,EE - Estónia,FI - Finlândia,FR - França,GR - Grécia,HU - Hungria,IE - Irlanda,IT - Itália,LV - Letónia,LT - Lituânia,LU - Luxemburgo,MT - Malta,NL - Países Baixos,PL - Polónia,PT - Portugal,CZ - República Checa,RO - Roménia,SE - Suécia,NO - Noruega,UK - Reino Unido,
1990, 740,771.8,485,865.8,
